evt,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
1431,1111.5711505023075,86.93501,1.0754395,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1432,1506.484458645013,242.22084,0.100234985,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1433,1495.9570965324667,242.22084,0.100234985,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1434,1421.7792278949778,91.02005,1.7932129,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1435,1226.548976513465,91.02005,1.7932129,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1436,1361.5005905562848,553.6852,0.36602783,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1437,564.2590503999054,146.30199,0.11340332,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1438,2319.061294211536,275.22864,0.70617676,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1439,1861.649762373704,275.22864,0.70617676,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1440,1728.4213525398286,275.22864,0.70617676,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1441,1285.0954121104403,219.40361,0.3248291,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1442,1296.7679794542807,219.40361,0.3248291,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1443,856.1861917314468,87.473145,1.0705566,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1444,550.6149799883485,214.388,0.099823,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1445,1014.969211864959,214.388,0.099823,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1446,882.5568219860189,214.388,0.099823,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1447,459.2362237206145,214.388,0.099823,-999.0,-999.0,1473621.0,-999.0,-999.0,-999.0
1448,1020.0621046472712,77.191734,0.32263184,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1449,969.7190712713322,77.191734,0.32263184,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1450,1088.3035242760047,154.16754,0.6767578,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1451,880.1734863314572,154.16754,0.6767578,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1452,1516.3724075082357,434.05118,0.63342285,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1453,1073.248369914963,434.05118,0.63342285,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1454,545.4529819479318,129.6574,0.57177734,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1455,1896.9457496320304,76.52768,1.2458496,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1456,1249.668449625944,210.1684,0.6654053,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1457,1178.9074938119447,210.1684,0.6654053,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1458,2610.4317733398366,376.61584,0.09403992,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1459,1352.4075435170807,73.14025,0.6588135,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1460,1236.098473897138,73.14025,0.6588135,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1461,1242.6038361379815,101.066345,0.10272217,-999.0,-999.0,2307023.0,-999.0,-999.0,-999.0
1462,1250.1699419922677,224.69418,0.35205078,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1463,1568.1765504867974,166.35797,1.4248047,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1464,1435.0541955188478,166.35797,1.4248047,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1465,648.0942605719516,154.42049,1.9042969,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1466,1561.5155497781734,151.25578,0.9847412,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1467,1232.8028057132717,151.25578,0.9847412,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1468,1299.9862505420358,169.15953,0.29284668,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1469,1149.7839932402478,169.15953,0.29284668,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1470,994.1914489582596,169.15953,0.29284668,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1471,1673.1251523517117,74.834656,2.0810547,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1472,1434.206739117417,74.834656,2.0810547,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1473,1405.275043564104,74.834656,2.0810547,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1474,2392.5489095561147,324.2511,2.008789,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1475,2151.66751402216,324.2511,2.008789,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1476,1947.557972415773,324.2511,2.008789,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1477,1208.3298198756495,187.27553,0.99768066,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1478,1462.6250199733577,291.4167,0.9371338,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1479,1190.309524624695,291.4167,0.9371338,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1480,1049.7285583285889,98.84251,0.62475586,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1481,1054.6632292670054,98.84251,0.62475586,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1482,1626.247966282027,110.08133,0.13601685,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1483,826.9579111173318,110.08133,0.13601685,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1484,1737.6547944098415,195.06432,0.9250488,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1485,902.12159757859,256.31244,0.50878906,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1486,1719.9811653182437,154.63539,0.13821411,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1487,1011.0270996931698,154.63539,0.13821411,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1488,1026.2264073827398,68.28865,1.713623,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1489,1246.053156985143,98.76982,0.13046265,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1490,379.5267617349973,155.16689,0.21670532,-999.0,-999.0,1713097.0,-999.0,-999.0,-999.0
1491,867.5335882985866,173.25714,0.6791992,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1492,733.4352971907033,173.25714,0.6791992,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1493,1262.3237736232832,93.56288,0.7813721,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1494,997.6255885462792,190.41759,0.9571533,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1495,991.9476210699328,190.41759,0.9571533,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1496,990.4662445484132,190.41759,0.9571533,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1497,985.1334602214156,190.41759,0.9571533,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1498,1042.450255904757,121.13281,1.4885254,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1499,1015.4064424134036,121.13281,1.4885254,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1500,835.5984544285157,111.57708,0.7454834,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1501,1574.7115009708905,111.57708,0.7454834,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1502,640.9951958534185,111.57708,0.7454834,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1503,411.2069664797282,60.72382,0.7833252,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1504,590.5909431474946,60.72382,0.7833252,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1505,741.2791926037934,141.55096,0.37176514,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1506,1323.7954028674194,141.55096,0.37176514,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1507,1270.6239792289257,110.0299,1.2021484,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1508,995.7065979131056,110.0299,1.2021484,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1509,1258.2705902455575,65.90013,1.4040527,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1510,1384.7729480608348,95.63058,0.5291748,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1511,1324.475992290443,159.08986,0.95129395,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1512,1279.8810755520713,159.08986,0.95129395,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1513,1568.4790471671429,167.93091,0.07519531,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1514,1201.9951626441966,125.30582,1.3791504,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1515,760.9482359417701,125.30582,1.3791504,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1516,1278.712846866522,161.18225,0.5633545,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1517,1426.8979668757308,161.18225,0.5633545,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1518,1011.7204560195772,161.18225,0.5633545,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1519,1277.55967383731,200.02116,0.08824158,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1520,1203.396390474501,200.02116,0.08824158,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1521,871.4298455543868,61.755726,0.97058105,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1522,1161.6960691596475,97.606155,0.5432129,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1523,1206.5717981609464,97.606155,0.5432129,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1524,1505.092230409075,86.196465,1.0869141,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1525,567.9951194465337,86.196465,1.0869141,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1526,477.6033074660586,86.196465,1.0869141,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1527,1371.381757644731,55.747833,0.5345459,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1528,1328.9656195972125,55.747833,0.5345459,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1529,1241.1249202480665,55.747833,0.5345459,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1530,403.6492261322367,246.36636,0.12168884,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1531,1492.6814902246876,410.16794,0.159729,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1532,1267.2029555952547,410.16794,0.159729,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1533,1095.6945132866383,69.078804,1.704834,-999.0,-999.0,2134052.0,-999.0,-999.0,-999.0
1534,1226.912485060936,229.50775,1.1938477,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1535,1880.423036519356,55.706543,0.7258301,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1536,508.8222963854298,55.706543,0.7258301,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1537,499.4280199724417,55.706543,0.7258301,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1538,1217.7439073718904,89.83759,1.2844238,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1539,1326.9264654369103,264.1983,1.5932617,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1540,1354.505425270074,264.1983,1.5932617,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1541,1345.5291838647922,264.1983,1.5932617,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1542,1227.2931840997132,63.37108,0.82702637,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1543,1509.4342239890252,63.37108,0.82702637,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1544,1766.3437350731167,142.47905,1.8320312,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1545,1486.2510385592875,142.47905,1.8320312,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1546,822.907158588684,138.44702,0.036254883,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1547,1715.0643291375557,65.758865,0.24102783,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1548,1835.6143491547584,56.8684,1.9140625,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1549,1089.9595210468235,56.8684,1.9140625,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1550,537.6821560085206,83.38974,1.388916,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1551,1117.2810705573852,215.96037,0.2662964,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1552,1005.1027954248378,215.96037,0.2662964,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1553,1457.944666567285,146.71234,0.7093506,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1554,1224.516888874362,146.71234,0.7093506,-999.0,-999.0,2074751.0,-999.0,-999.0,-999.0
1555,1478.7740392825838,116.68193,1.3505859,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1556,1683.6727111044042,116.68193,1.3505859,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1557,1542.4380389978185,76.15392,1.1020508,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1558,417.8935350525228,76.15392,1.1020508,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1559,1303.026938500367,239.98456,0.6257324,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1560,1223.3791747718865,239.98456,0.6257324,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1561,556.0339096494911,157.60278,0.38494873,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1562,426.5487504480882,124.71631,1.1813965,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1563,489.5328336363432,99.4601,0.10664368,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1564,483.1699497417082,99.4601,0.10664368,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1565,925.4947826800492,81.534195,0.84765625,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1566,786.6598452621586,81.534195,0.84765625,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1567,1242.1721821055762,424.30936,0.61865234,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1568,589.5637168331859,315.2745,0.8170166,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1569,864.9463571050787,315.2745,0.8170166,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1570,963.547496262482,315.2745,0.8170166,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1571,562.8508117203796,315.2745,0.8170166,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1572,1399.3512759007356,109.627846,0.17547607,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1573,1009.49584427847,109.627846,0.17547607,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1574,1878.198459212402,243.32912,1.9973145,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1575,1275.4245443244538,87.38597,1.0283203,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1576,1120.7257293693722,173.66208,0.4072876,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1577,867.3796405143993,173.66208,0.4072876,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1578,1496.669204584426,261.14612,0.2798462,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1579,1021.9600658449712,71.33318,0.12315369,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1580,614.8992475437838,82.752785,1.519043,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1581,1460.8737635663415,122.3456,0.54748535,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1582,994.4727065225928,126.766624,2.199707,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1583,869.4889153700044,123.9604,0.19488525,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1584,847.1937224872298,123.9604,0.19488525,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1585,987.0151185087692,123.9604,0.19488525,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1586,1184.6161855004368,133.27324,0.90808105,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1587,1106.649838390216,133.27324,0.90808105,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1588,2014.7246919559495,207.89684,0.6682129,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1589,1201.2408628651078,356.1526,0.89404297,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1590,1955.5726362016612,98.388954,1.1660156,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1591,1456.4051617375594,98.388954,1.1660156,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1592,1238.6334842124916,147.54115,0.50390625,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1593,1137.8515664738068,147.54115,0.50390625,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1594,1077.0266810934593,147.54115,0.50390625,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1595,639.8000655044896,66.97323,0.63952637,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1596,652.2652545340214,66.97323,0.63952637,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1597,1580.5467394852922,201.91325,0.82177734,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1598,1430.2681207425442,201.91325,0.82177734,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1599,1589.2675888776628,76.84512,0.81848145,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1600,1615.7716468712608,76.84512,0.81848145,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1601,517.0464765716015,243.41537,0.6086426,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1602,1198.4388208134844,243.41537,0.6086426,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1603,1500.0076856343271,330.73636,0.20983887,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1604,1348.4770818537074,330.73636,0.20983887,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1605,1385.8367696011726,179.80598,0.6290283,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1606,1311.9531446672236,179.80598,0.6290283,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1607,1139.6946965772995,179.80598,0.6290283,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1608,1808.5975575316736,105.28586,1.8916016,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1609,1936.2689196888853,134.06926,0.34313965,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1610,1144.8570164030575,134.06926,0.34313965,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1611,1840.0919152895208,98.67243,1.6484375,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1612,1098.939329736974,86.23452,0.05834961,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1613,854.379466184927,86.23452,0.05834961,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1614,782.8663272746902,275.54495,1.2463379,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1615,1652.7387945058206,187.89758,0.5899658,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1616,1216.7512074076328,187.89758,0.5899658,-999.0,-999.0,3191840.0,-999.0,-999.0,-999.0
1617,1855.401677964937,173.80046,1.7231445,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1618,1372.6335800842708,257.60748,1.4438477,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1619,1449.1236873253224,134.58647,0.09391785,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1620,1023.2370265400348,134.58647,0.09391785,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1621,1384.0907142215126,185.08119,1.1765137,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1622,1311.4131876399315,185.08119,1.1765137,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1623,491.4074587461586,161.32553,0.45928955,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1624,1568.1969154435835,212.83653,0.33007812,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1625,1820.598676631192,80.360374,0.61694336,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1626,1702.5361170273277,80.360374,0.61694336,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1627,1538.0631622276824,80.360374,0.61694336,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1628,1016.972465905513,66.60888,0.54003906,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1629,613.2379247502923,96.38878,0.25860596,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1630,718.9131615574439,96.38878,0.25860596,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1631,1487.8037726613773,146.76953,0.40496826,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1632,1142.0358419879803,146.76953,0.40496826,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1633,1397.8484640983531,135.19185,0.6394043,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1634,1231.559179372688,135.19185,0.6394043,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1635,1057.3503889447622,267.36957,0.18408203,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1636,1044.1651894115903,267.36957,0.18408203,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1637,967.7433526205454,267.36957,0.18408203,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1638,1414.3108704961755,98.71005,1.2485352,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1639,1352.519318126106,98.71005,1.2485352,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1640,1273.3419357713394,293.7673,0.2508545,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1641,1129.3689314111364,293.7673,0.2508545,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1642,1145.9175284875305,293.7673,0.2508545,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1643,1106.0517881526089,196.72598,0.08566284,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1644,1434.733169451372,60.43982,0.048316956,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1645,1268.232926087291,60.43982,0.048316956,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1646,1321.7657994818196,239.86885,0.5961914,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1647,2133.160886566013,274.35992,0.46643066,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1648,1453.895502460059,274.35992,0.46643066,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1649,1239.7576596996262,156.47179,0.56188965,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1650,1127.1835156165296,156.47179,0.56188965,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1651,2014.9251494746763,87.98099,0.5924072,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1652,1484.9821659774782,87.98099,0.5924072,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1653,672.3696901080946,399.30466,0.03718567,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1654,1283.1099864210053,338.2013,0.33465576,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1655,1311.3199638427056,338.2013,0.33465576,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1656,973.3191614415582,86.77139,0.46020508,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1657,593.3807876028552,220.27298,0.67419434,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1658,543.8618282720117,220.27298,0.67419434,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1659,1088.2276598950582,220.27298,0.67419434,-999.0,-999.0,2174092.0,-999.0,-999.0,-999.0
1660,911.6895961465956,58.005257,0.8173828,-999.0,-999.0,300967.0,-999.0,-999.0,-999.0
1661,670.3608510703327,58.005257,0.8173828,-999.0,-999.0,300967.0,-999.0,-999.0,-999.0
1662,726.4418868349563,221.8451,1.2922363,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1663,573.1362168915974,221.8451,1.2922363,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1664,983.528646957822,70.95362,1.4196777,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1665,1014.889670648379,155.1432,0.6522217,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1666,1287.2816896494317,155.1432,0.6522217,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1667,1385.264799134837,238.54324,0.18804932,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1668,1475.802069235143,109.81926,1.3535156,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1669,1077.870436690343,191.0885,0.019207,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1670,407.8386204119707,165.7641,0.044136047,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1671,430.6591248651726,165.7641,0.044136047,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1672,1135.8934410111842,115.65857,0.27001953,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1673,641.9728491772754,162.98724,0.13058472,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1674,304.86632793112403,162.98724,0.13058472,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1675,1085.7165508117607,202.843,0.11280823,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1676,948.3633329181106,202.843,0.11280823,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1677,877.9954059792924,97.367386,0.008907318,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1678,1471.1866976035571,323.1126,0.22494507,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1679,390.9924622052579,97.32374,0.34576416,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1680,360.7983172394568,97.32374,0.34576416,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1681,1711.0214340779612,117.86513,0.49694824,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1682,1588.566885487433,117.86513,0.49694824,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1683,937.3151026473148,120.6206,0.085494995,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1684,784.2985248085442,120.6206,0.085494995,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1685,817.7692976060906,120.6206,0.085494995,-999.0,-999.0,1971689.0,-999.0,-999.0,-999.0
1686,1148.6865711054625,59.158337,0.765625,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
1687,1258.2298006224369,77.69097,1.2387695,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
1688,432.0420230087115,248.76396,1.0817871,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
1689,1416.535771486337,64.596436,0.06021118,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
1690,374.6154398314929,383.3409,0.48150635,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
1691,1996.4365890003448,478.9212,0.14749146,-999.0,-999.0,3178617.0,-999.0,-999.0,-999.0
